Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
 20.00      0.01     0.01  3949920     0.00     0.00  __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&)
 20.00      0.02     0.01  3935834     0.00     0.00  int const* std::__niter_base<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >)
 20.00      0.03     0.01  2629348     0.00     0.00  std::vector<int, std::allocator<int> >::size() const
 20.00      0.04     0.01     3983     0.00     0.00  int* std::__copy_move_a<true, int*, int*>(int*, int*, int*)
 20.00      0.05     0.01        1    10.00    39.85  BubbleSortGraph::BubbleSortGraph(int)
  0.00      0.05     0.00  4063994     0.00     0.00  __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::base() const
  0.00      0.05     0.00  2621880     0.00     0.00  std::vector<int, std::allocator<int> >::begin() const
  0.00      0.05     0.00  1324080     0.00     0.00  std::vector<int, std::allocator<int> >::end() const
  0.00      0.05     0.00  1305055     0.00     0.00  std::vector<Permutation, std::allocator<Permutation> >::size() const
  0.00      0.05     0.00  1301400     0.00     0.00  std::vector<Permutation, std::allocator<Permutation> >::operator[](unsigned long)
  0.00      0.05     0.00  1297800     0.00     0.00  Permutation::operator==(Permutation const&) const
  0.00      0.05     0.00  1297800     0.00     0.00  bool std::__equal<true>::equal<int>(int const*, int const*, int const*)
  0.00      0.05     0.00  1297800     0.00     0.00  bool std::__equal_aux<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >)
  0.00      0.05     0.00  1297800     0.00     0.00  bool std::__equal_aux1<int const*, int const*>(int const*, int const*, int const*)
  0.00      0.05     0.00  1297800     0.00     0.00  bool std::equal<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >)
  0.00      0.05     0.00  1297800     0.00     0.00  int std::__memcmp<int, int>(int const*, int const*, unsigned long)
  0.00      0.05     0.00  1297800     0.00     0.00  bool std::operator==<int, std::allocator<int> >(std::vector<int, std::allocator<int> > const&, std::vector<int, std::allocator<int> > const&)
  0.00      0.05     0.00    61685     0.00     0.00  __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const
  0.00      0.05     0.00    54360     0.00     0.00  bool __gnu_cxx::operator!=<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&)
  0.00      0.05     0.00    51075     0.00     0.00  int* std::__niter_base<int*>(int*)
  0.00      0.05     0.00    45046     0.00     0.00  __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&)
  0.00      0.05     0.00    43200     0.00     0.00  __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::operator++()
  0.00      0.05     0.00    43200     0.00     0.00  __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::operator*() const
  0.00      0.05     0.00    42938     0.00     0.00  std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator()
  0.00      0.05     0.00    42434     0.00     0.00  __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > std::__miter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >)
  0.00      0.05     0.00    27697     0.00     0.00  std::__new_allocator<int>::~__new_allocator()
  0.00      0.05     0.00    21970     0.00     0.00  std::vector<int, std::allocator<int> >::operator[](unsigned long)
  0.00      0.05     0.00    21263     0.00     0.00  int* std::__niter_wrap<int*>(int* const&, int*)
