Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
 17.86      0.03     0.03  5228471     0.00     0.00  std::vector<int, std::allocator<int> >::size() const
 14.29      0.04     0.02  2595600     0.00     0.00  bool std::__equal<true>::equal<int>(int const*, int const*, int const*)
  7.14      0.06     0.01  5217840     0.00     0.00  std::vector<int, std::allocator<int> >::begin() const
  7.14      0.07     0.01  3963192     0.00     0.00  __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::base() const
  7.14      0.07     0.01  2595600     0.00     0.00  bool std::__equal_aux1<int const*, int const*>(int const*, int const*, int const*)
  7.14      0.09     0.01  2595600     0.00     0.00  bool std::equal<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >)
  7.14      0.10     0.01  1297800     0.00     0.00  Permutation::operator==(Permutation const&) const
  7.14      0.10     0.01    45004     0.00     0.00  __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&)
  7.14      0.12     0.01    10765     0.00     0.00  std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::operator[](unsigned long)
  7.14      0.12     0.01        1    10.00   120.43  BubbleSortGraph::BubbleSortGraph(int)
  3.57      0.13     0.01  3935520     0.00     0.00  __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&)
  3.57      0.14     0.01    17968     0.00     0.00  std::vector<int, std::allocator<int> >::~vector()
  3.57      0.14     0.01        2     2.50     2.50  std::vector<int, std::allocator<int> >::_M_erase_at_end(int*)
  0.00      0.14     0.00  7829234     0.00     0.00  int const* std::__niter_base<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >)
  0.00      0.14     0.00  2622240     0.00     0.00  std::vector<int, std::allocator<int> >::end() const
  0.00      0.14     0.00  2595600     0.00     0.00  bool std::__equal_aux<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >)
